libellé métier;lien site onisep.fr;nom publication;collection;année;gencod;GFE;code ROME;libellé ROME;lien ROME;domaine/sous-domaine ONISEP
auxiliaire de puériculture;http://www.onisep.fr/http/redirection/metier/identifiant/10226;Les métiers auprès des enfants;Parcours;2015;9782273012294;R : Santé, social, soins personnels;J1304;Aide en puériculture;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1304;santé - social - sport/paramédical
orthoptiste;http://www.onisep.fr/http/redirection/metier/identifiant/10233;Les métiers auprès des enfants;Parcours;2015;9782273012294;R : Santé, social, soins personnels;J1407;Orthoptique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1407;santé - social - sport/paramédical
opticien-lunetier / opticienne-lunetière;http://www.onisep.fr/http/redirection/metier/identifiant/10238;Les métiers du paramédical;Parcours;2017;9782273013314;R : Santé, social, soins personnels;J1405;Optique - lunetterie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1405;santé - social - sport/paramédical
orthoprothésiste;http://www.onisep.fr/http/redirection/metier/identifiant/10240;Les métiers du paramédical;Parcours;2017;9782273013314;R : Santé, social, soins personnels;J1411;Prothèses et orthèses;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1411;santé - social - sport/paramédical
accompagnant éducatif et social / accompagnante éducative et sociale;http://www.onisep.fr/http/redirection/metier/identifiant/10252;Les métiers du social;Parcours;2019;9782273014571;R : Santé, social, soins personnels;K1301;Accompagnement médicosocial;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1301;santé - social - sport/travail social
animateur socioculturel / animatrice socioculturelle;http://www.onisep.fr/http/redirection/metier/identifiant/10253;Les métiers auprès des enfants;Parcours;2020;À paraître;S : Hôtellerie, tourisme, loisirs;K1206;Intervention socioculturelle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1206;santé - social - sport/travail social
officier / officière de police;http://www.onisep.fr/http/redirection/metier/identifiant/10265;Les métiers de la justice;Parcours;2020;9782273015165;T : Environnement, nettoyage, sécurité;K1704;Management de la sécurité publique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1704;armée, sécurité/sécurité prévention
technicien / technicienne biologiste;http://www.onisep.fr/http/redirection/metier/identifiant/10281;;Fiches métiers / onisep.fr;;;J : Transformation des matériaux, procédés (biologie, chimie, physique);H1210;Intervention technique en études, recherche et développement;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1210;"environnement - énergies - propreté/déchets, pollutions et risques ; santé - social - sport/santé (généralités) ; sciences/biologie"
technico-commercial / technico-commerciale en agroalimentaire;http://www.onisep.fr/http/redirection/metier/identifiant/10342;Les métiers de l'agroalimentaire;Parcours;2019;9782273014557;K : Production alimentaire;D1407;Relation technico-commerciale;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"commerce, marketing, vente/marketing - vente ; matières premières, fabrication, industries/agroalimentaire"
affûteur / affûteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10353;Les métiers de la forêt et du bois;Zoom sur les métiers;2017;9782273013635;M : Travail du bois;H2903;Conduite d'équipement d'usinage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2903;"matières premières, fabrication, industries/bois ; matières premières, fabrication, industries/maintenance - qualité"
technicien électrotechnicien / technicienne électrotechnicienne;http://www.onisep.fr/http/redirection/metier/identifiant/10368;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;H : Electricité, énergie, électronique;F1602;Électricité bâtiment;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1602;électricité - électronique - robotique/électrotechnique
technicien / technicienne de maintenance industrielle;http://www.onisep.fr/http/redirection/metier/identifiant/100283;Les métiers des industries des papiers cartons;Zoom sur les métiers;2019;9782273014830;F : Mécanique;I1304;Installation et maintenance d'équipements industriels et d'exploitation;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1304;"électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/maintenance - qualité ; mécanique/automatismes ; mécanique/mécanique (généralités)"
chef / cheffe comptable;http://www.onisep.fr/http/redirection/metier/identifiant/100353;Les métiers de la comptabilité et de la gestion;Parcours;2017;9782273013246;Q : Commerce, gestion, finances;M1206;Management de groupe ou de service comptable;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1206;gestion des entreprises, comptabilité/comptabilité
credit manager;http://www.onisep.fr/http/redirection/metier/identifiant/100355;Les métiers de la comptabilité et de la gestion;Parcours;2017;9782273013246;Q : Commerce, gestion, finances;M1207;Trésorerie et financement;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1207;"banque - assurances - immobilier/finances ; gestion des entreprises, comptabilité/administration de l'entreprise ; gestion des entreprises, comptabilité/comptabilité"
ingénieur / ingénieure en automatismes;http://www.onisep.fr/http/redirection/metier/identifiant/100380;Les métiers de l'électronique et de la robotique;Parcours;2015;9782273012317;F : Mécanique;H1206;Management et ingénierie études, recherche et développement industriel;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/méthodes industrialisation ; mécanique/automatismes"
ingénieur / ingénieure en énergie solaire;http://www.onisep.fr/http/redirection/metier/identifiant/100406;Les métiers de l'énergie;Parcours;2016;9782273012812;H : Electricité, énergie, électronique;;;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=;environnement - énergies - propreté/énergies
enquêteur privé / enquêtrice privée;http://www.onisep.fr/http/redirection/metier/identifiant/100472;Les métiers de la justice;Parcours;2020;9782273015165;T : Environnement, nettoyage, sécurité;K2502;Management de sécurité privée;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2502;armée, sécurité/sécurité prévention
géomaticien / géomaticienne;http://www.onisep.fr/http/redirection/metier/identifiant/100484;Les métiers de l'architecture, de l'urbanisme et du paysage;Parcours;2020;9782273015196;T : Environnement, nettoyage, sécurité;M1808;Information géographique;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1808;"environnement - énergies - propreté/aménagement du territoire ; histoire/géographie, psychologie, sociologie/géographie ; sciences/sciences de la Terre"
chef de projet multimédia;http://www.onisep.fr/http/redirection/metier/identifiant/100487;Les métiers du web;Parcours;2015;9782273012270;U : Communication, médias;M1803;Direction des systèmes d'information;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1803;information-communication, audiovisuel/multimédia
intégrateur / intégratrice web;http://www.onisep.fr/http/redirection/metier/identifiant/100488;Les métiers du web;Parcours;2015;9782273012270;U : Communication, médias;E1205;Réalisation de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"information-communication, audiovisuel/multimédia ; informatique, internet/informatique (généralités)"
monteur / monteuse en installations thermiques et climatiques;http://www.onisep.fr/http/redirection/metier/identifiant/10023;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;H : Electricité, énergie, électronique;F1603;Installation d'équipements sanitaires et thermiques;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1603;"construction - architecture - travaux publics/équipement technique ; environnement - énergies - propreté/énergies"
menuisier / menuisière;http://www.onisep.fr/http/redirection/metier/identifiant/10029;Les métiers de la forêt et du bois;Zoom sur les métiers;2017;9782273013635;M : Travail du bois;H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2202;"construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; construction - architecture - travaux publics/menuiserie ; matières premières, fabrication, industries/bois"
plâtrier / plâtrière;http://www.onisep.fr/http/redirection/metier/identifiant/10031;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1601;Application et décoration en plâtre, stuc et staff;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1601;construction - architecture - travaux publics/plâtrerie
acheteur / acheteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10068;Les métiers du commerce et de la vente;Parcours;2018;9782273013864;Q : Commerce, gestion, finances;M1101;Achat;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement ; commerce, marketing, vente/grande distribution et petits commerces"
acheteur / acheteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10068;Les métiers de l'agroalimentaire;Parcours;2019;9782273014557;Q : Commerce, gestion, finances;M1101;Achat;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement ; commerce, marketing, vente/grande distribution et petits commerces"
vendeur / vendeuse en magasin;http://www.onisep.fr/http/redirection/metier/identifiant/10071;Les métiers du commerce et de la vente;Parcours;2018;9782273013864;Q : Commerce, gestion, finances;D1214;Vente en habillement et accessoires de la personne;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1214;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
enseignant / enseignante de la conduite automobile et de la sécurité routière;http://www.onisep.fr/http/redirection/metier/identifiant/10118;Les métiers du transport et de la logistique;Parcours;2019;9782273014533;O : Transport, logistique;K2110;Formation en conduite de véhicules;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2110;"lettres, langues - enseignement/enseignement ; logistique - transport/transport"
technicien forestier / technicienne forestière;http://www.onisep.fr/http/redirection/metier/identifiant/10123;Les métiers de la forêt et du bois;Zoom sur les métiers;2017;9782273013635;A : Agriculture;A1301;Conseil et assistance technique en agriculture;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1301;agriculture, animaux/forêt
magasinier / magasinière cariste;http://www.onisep.fr/http/redirection/metier/identifiant/10137;Les métiers du commerce et de la distribution;Zoom sur les métiers;2016;9782273012768;O : Transport, logistique;N1103;Magasinage et préparation de commandes;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1103;"logistique - transport/logistique ; logistique - transport/transport"
assistant réalisateur / assistante réalisatrice;http://www.onisep.fr/http/redirection/metier/identifiant/10176;Les métiers du cinéma;Parcours;2018;9782273013871;U : Communication, médias;L1304;Réalisation cinématographique et audiovisuelle;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1304;information-communication, audiovisuel/audiovisuel
